,variables
2279,card_Merch_state_zip_vdratio_1_by_30
2280,card_Merch_state_zip_total_1_by_30
2281,card_Merch_state_zip_count_1_by_30
2282,card_Merch_state_zip_vdratio_1_by_14
2283,card_Merch_state_zip_total_1_by_14
2284,card_Merch_state_zip_count_1_by_14
2285,card_Merch_state_zip_vdratio_1_by_7
2286,card_Merch_state_zip_total_1_by_7
2287,card_Merch_state_zip_count_1_by_7
2288,card_Merch_state_zip_vdratio_1_by_3
2289,card_Merch_state_zip_total_1_by_3
2290,card_Merch_state_zip_count_1_by_3
2291,card_Merch_state_zip_vdratio_0_by_30
2292,card_Merch_state_zip_total_0_by_30
2293,card_Merch_state_zip_count_0_by_30
2294,card_Merch_state_zip_vdratio_0_by_14
2295,card_Merch_state_zip_total_0_by_14
2296,card_Merch_state_zip_count_0_by_14
2297,card_Merch_state_zip_vdratio_0_by_7
2298,card_Merch_state_zip_total_0_by_7
2299,card_Merch_state_zip_count_0_by_7
2300,card_Merch_state_zip_vdratio_0_by_3
2301,card_Merch_state_zip_total_0_by_3
2302,card_Merch_state_zip_count_0_by_3
2303,card_Merch_des_zip_vdratio_1_by_30
2304,card_Merch_des_zip_total_1_by_30
2305,card_Merch_des_zip_count_1_by_30
2306,card_Merch_des_zip_vdratio_1_by_14
2307,card_Merch_des_zip_total_1_by_14
2308,card_Merch_des_zip_count_1_by_14
2309,card_Merch_des_zip_vdratio_1_by_7
2310,card_Merch_des_zip_total_1_by_7
2311,card_Merch_des_zip_count_1_by_7
2312,card_Merch_des_zip_vdratio_1_by_3
2313,card_Merch_des_zip_total_1_by_3
2314,card_Merch_des_zip_count_1_by_3
2315,card_Merch_des_zip_vdratio_0_by_30
2316,card_Merch_des_zip_total_0_by_30
2317,card_Merch_des_zip_count_0_by_30
2318,card_Merch_des_zip_vdratio_0_by_14
2319,card_Merch_des_zip_total_0_by_14
2320,card_Merch_des_zip_count_0_by_14
2321,card_Merch_des_zip_vdratio_0_by_7
2322,card_Merch_des_zip_total_0_by_7
2323,card_Merch_des_zip_count_0_by_7
2324,card_Merch_des_zip_vdratio_0_by_3
2325,card_Merch_des_zip_total_0_by_3
2326,card_Merch_des_zip_count_0_by_3
2327,card_Merch_des_state_vdratio_1_by_30
2328,card_Merch_des_state_total_1_by_30
2329,card_Merch_des_state_count_1_by_30
2330,card_Merch_des_state_vdratio_1_by_14
2331,card_Merch_des_state_total_1_by_14
2332,card_Merch_des_state_count_1_by_14
2333,card_Merch_des_state_vdratio_1_by_7
2334,card_Merch_des_state_total_1_by_7
2335,card_Merch_des_state_count_1_by_7
2336,card_Merch_des_state_vdratio_1_by_3
2337,card_Merch_des_state_total_1_by_3
2338,card_Merch_des_state_count_1_by_3
2339,card_Merch_des_state_vdratio_0_by_30
2340,card_Merch_des_state_total_0_by_30
2341,card_Merch_des_state_count_0_by_30
2342,card_Merch_des_state_vdratio_0_by_14
2343,card_Merch_des_state_total_0_by_14
2344,card_Merch_des_state_count_0_by_14
2345,card_Merch_des_state_vdratio_0_by_7
2346,card_Merch_des_state_total_0_by_7
2347,card_Merch_des_state_count_0_by_7
2348,card_Merch_des_state_vdratio_0_by_3
2349,card_Merch_des_state_total_0_by_3
2350,card_Merch_des_state_count_0_by_3
2351,card_Merch_num_zip_vdratio_1_by_30
2352,card_Merch_num_zip_total_1_by_30
2353,card_Merch_num_zip_count_1_by_30
2354,card_Merch_num_zip_vdratio_1_by_14
2355,card_Merch_num_zip_total_1_by_14
2356,card_Merch_num_zip_count_1_by_14
2357,card_Merch_num_zip_vdratio_1_by_7
2358,card_Merch_num_zip_total_1_by_7
2359,card_Merch_num_zip_count_1_by_7
2360,card_Merch_num_zip_vdratio_1_by_3
2361,card_Merch_num_zip_total_1_by_3
2362,card_Merch_num_zip_count_1_by_3
2363,card_Merch_num_zip_vdratio_0_by_30
2364,card_Merch_num_zip_total_0_by_30
2365,card_Merch_num_zip_count_0_by_30
2366,card_Merch_num_zip_vdratio_0_by_14
2367,card_Merch_num_zip_total_0_by_14
2368,card_Merch_num_zip_count_0_by_14
2369,card_Merch_num_zip_vdratio_0_by_7
2370,card_Merch_num_zip_total_0_by_7
2371,card_Merch_num_zip_count_0_by_7
2372,card_Merch_num_zip_vdratio_0_by_3
2373,card_Merch_num_zip_total_0_by_3
2374,card_Merch_num_zip_count_0_by_3
2375,card_Merch_num_state_vdratio_1_by_30
2376,card_Merch_num_state_total_1_by_30
2377,card_Merch_num_state_count_1_by_30
2378,card_Merch_num_state_vdratio_1_by_14
2379,card_Merch_num_state_total_1_by_14
2380,card_Merch_num_state_count_1_by_14
2381,card_Merch_num_state_vdratio_1_by_7
2382,card_Merch_num_state_total_1_by_7
2383,card_Merch_num_state_count_1_by_7
2384,card_Merch_num_state_vdratio_1_by_3
2385,card_Merch_num_state_total_1_by_3
2386,card_Merch_num_state_count_1_by_3
2387,card_Merch_num_state_vdratio_0_by_30
2388,card_Merch_num_state_total_0_by_30
2389,card_Merch_num_state_count_0_by_30
2390,card_Merch_num_state_vdratio_0_by_14
2391,card_Merch_num_state_total_0_by_14
2392,card_Merch_num_state_count_0_by_14
2393,card_Merch_num_state_vdratio_0_by_7
2394,card_Merch_num_state_total_0_by_7
2395,card_Merch_num_state_count_0_by_7
2396,card_Merch_num_state_vdratio_0_by_3
2397,card_Merch_num_state_total_0_by_3
2398,card_Merch_num_state_count_0_by_3
2399,card_Merch_num_des_vdratio_1_by_30
2400,card_Merch_num_des_total_1_by_30
2401,card_Merch_num_des_count_1_by_30
2402,card_Merch_num_des_vdratio_1_by_14
2403,card_Merch_num_des_total_1_by_14
2404,card_Merch_num_des_count_1_by_14
2405,card_Merch_num_des_vdratio_1_by_7
2406,card_Merch_num_des_total_1_by_7
2407,card_Merch_num_des_count_1_by_7
2408,card_Merch_num_des_vdratio_1_by_3
2409,card_Merch_num_des_total_1_by_3
2410,card_Merch_num_des_count_1_by_3
2411,card_Merch_num_des_vdratio_0_by_30
2412,card_Merch_num_des_total_0_by_30
2413,card_Merch_num_des_count_0_by_30
2414,card_Merch_num_des_vdratio_0_by_14
2415,card_Merch_num_des_total_0_by_14
2416,card_Merch_num_des_count_0_by_14
2417,card_Merch_num_des_vdratio_0_by_7
2418,card_Merch_num_des_total_0_by_7
2419,card_Merch_num_des_count_0_by_7
2420,card_Merch_num_des_vdratio_0_by_3
2421,card_Merch_num_des_total_0_by_3
2422,card_Merch_num_des_count_0_by_3
2423,card_Merch_zip_vdratio_1_by_30
2424,card_Merch_zip_total_1_by_30
2425,card_Merch_zip_count_1_by_30
2426,card_Merch_zip_vdratio_1_by_14
2427,card_Merch_zip_total_1_by_14
2428,card_Merch_zip_count_1_by_14
2429,card_Merch_zip_vdratio_1_by_7
2430,card_Merch_zip_total_1_by_7
2431,card_Merch_zip_count_1_by_7
2432,card_Merch_zip_vdratio_1_by_3
2433,card_Merch_zip_total_1_by_3
2434,card_Merch_zip_count_1_by_3
2435,card_Merch_zip_vdratio_0_by_30
2436,card_Merch_zip_total_0_by_30
2437,card_Merch_zip_count_0_by_30
2438,card_Merch_zip_vdratio_0_by_14
2439,card_Merch_zip_total_0_by_14
2440,card_Merch_zip_count_0_by_14
2441,card_Merch_zip_vdratio_0_by_7
2442,card_Merch_zip_total_0_by_7
2443,card_Merch_zip_count_0_by_7
2444,card_Merch_zip_vdratio_0_by_3
2445,card_Merch_zip_total_0_by_3
2446,card_Merch_zip_count_0_by_3
2447,card_Merch_state_vdratio_1_by_30
2448,card_Merch_state_total_1_by_30
2449,card_Merch_state_count_1_by_30
2450,card_Merch_state_vdratio_1_by_14
2451,card_Merch_state_total_1_by_14
2452,card_Merch_state_count_1_by_14
2453,card_Merch_state_vdratio_1_by_7
2454,card_Merch_state_total_1_by_7
2455,card_Merch_state_count_1_by_7
2456,card_Merch_state_vdratio_1_by_3
2457,card_Merch_state_total_1_by_3
2458,card_Merch_state_count_1_by_3
2459,card_Merch_state_vdratio_0_by_30
2460,card_Merch_state_total_0_by_30
2461,card_Merch_state_count_0_by_30
2462,card_Merch_state_vdratio_0_by_14
2463,card_Merch_state_total_0_by_14
2464,card_Merch_state_count_0_by_14
2465,card_Merch_state_vdratio_0_by_7
2466,card_Merch_state_total_0_by_7
2467,card_Merch_state_count_0_by_7
2468,card_Merch_state_vdratio_0_by_3
2469,card_Merch_state_total_0_by_3
2470,card_Merch_state_count_0_by_3
2471,card_Merch_description_vdratio_1_by_30
2472,card_Merch_description_total_1_by_30
2473,card_Merch_description_count_1_by_30
2474,card_Merch_description_vdratio_1_by_14
2475,card_Merch_description_total_1_by_14
2476,card_Merch_description_count_1_by_14
2477,card_Merch_description_vdratio_1_by_7
2478,card_Merch_description_total_1_by_7
2479,card_Merch_description_count_1_by_7
2480,card_Merch_description_vdratio_1_by_3
2481,card_Merch_description_total_1_by_3
2482,card_Merch_description_count_1_by_3
2483,card_Merch_description_vdratio_0_by_30
2484,card_Merch_description_total_0_by_30
2485,card_Merch_description_count_0_by_30
2486,card_Merch_description_vdratio_0_by_14
2487,card_Merch_description_total_0_by_14
2488,card_Merch_description_count_0_by_14
2489,card_Merch_description_vdratio_0_by_7
2490,card_Merch_description_total_0_by_7
2491,card_Merch_description_count_0_by_7
2492,card_Merch_description_vdratio_0_by_3
2493,card_Merch_description_total_0_by_3
2494,card_Merch_description_count_0_by_3
2495,card_Merchnum_vdratio_1_by_30
2496,card_Merchnum_total_1_by_30
2497,card_Merchnum_count_1_by_30
2498,card_Merchnum_vdratio_1_by_14
2499,card_Merchnum_total_1_by_14
2500,card_Merchnum_count_1_by_14
2501,card_Merchnum_vdratio_1_by_7
2502,card_Merchnum_total_1_by_7
2503,card_Merchnum_count_1_by_7
2504,card_Merchnum_vdratio_1_by_3
2505,card_Merchnum_total_1_by_3
2506,card_Merchnum_count_1_by_3
2507,card_Merchnum_vdratio_0_by_30
2508,card_Merchnum_total_0_by_30
2509,card_Merchnum_count_0_by_30
2510,card_Merchnum_vdratio_0_by_14
2511,card_Merchnum_total_0_by_14
2512,card_Merchnum_count_0_by_14
2513,card_Merchnum_vdratio_0_by_7
2514,card_Merchnum_total_0_by_7
2515,card_Merchnum_count_0_by_7
2516,card_Merchnum_vdratio_0_by_3
2517,card_Merchnum_total_0_by_3
2518,card_Merchnum_count_0_by_3
2519,Merch_all_info_vdratio_1_by_30
2520,Merch_all_info_total_1_by_30
2521,Merch_all_info_count_1_by_30
2522,Merch_all_info_vdratio_1_by_14
2523,Merch_all_info_total_1_by_14
2524,Merch_all_info_count_1_by_14
2525,Merch_all_info_vdratio_1_by_7
2526,Merch_all_info_total_1_by_7
2527,Merch_all_info_count_1_by_7
2528,Merch_all_info_vdratio_1_by_3
2529,Merch_all_info_total_1_by_3
2530,Merch_all_info_count_1_by_3
2531,Merch_all_info_vdratio_0_by_30
2532,Merch_all_info_total_0_by_30
2533,Merch_all_info_count_0_by_30
2534,Merch_all_info_vdratio_0_by_14
2535,Merch_all_info_total_0_by_14
2536,Merch_all_info_count_0_by_14
2537,Merch_all_info_vdratio_0_by_7
2538,Merch_all_info_total_0_by_7
2539,Merch_all_info_count_0_by_7
2540,Merch_all_info_vdratio_0_by_3
2541,Merch_all_info_total_0_by_3
2542,Merch_all_info_count_0_by_3
2543,Merch_des_state_zip_vdratio_1_by_30
2544,Merch_des_state_zip_total_1_by_30
2545,Merch_des_state_zip_count_1_by_30
2546,Merch_des_state_zip_vdratio_1_by_14
2547,Merch_des_state_zip_total_1_by_14
2548,Merch_des_state_zip_count_1_by_14
2549,Merch_des_state_zip_vdratio_1_by_7
2550,Merch_des_state_zip_total_1_by_7
2551,Merch_des_state_zip_count_1_by_7
2552,Merch_des_state_zip_vdratio_1_by_3
2553,Merch_des_state_zip_total_1_by_3
2554,Merch_des_state_zip_count_1_by_3
2555,Merch_des_state_zip_vdratio_0_by_30
2556,Merch_des_state_zip_total_0_by_30
2557,Merch_des_state_zip_count_0_by_30
2558,Merch_des_state_zip_vdratio_0_by_14
2559,Merch_des_state_zip_total_0_by_14
2560,Merch_des_state_zip_count_0_by_14
2561,Merch_des_state_zip_vdratio_0_by_7
2562,Merch_des_state_zip_total_0_by_7
2563,Merch_des_state_zip_count_0_by_7
2564,Merch_des_state_zip_vdratio_0_by_3
2565,Merch_des_state_zip_total_0_by_3
2566,Merch_des_state_zip_count_0_by_3
2567,Merch_num_state_zip_vdratio_1_by_30
2568,Merch_num_state_zip_total_1_by_30
2569,Merch_num_state_zip_count_1_by_30
2570,Merch_num_state_zip_vdratio_1_by_14
2571,Merch_num_state_zip_total_1_by_14
2572,Merch_num_state_zip_count_1_by_14
2573,Merch_num_state_zip_vdratio_1_by_7
2574,Merch_num_state_zip_total_1_by_7
2575,Merch_num_state_zip_count_1_by_7
2576,Merch_num_state_zip_vdratio_1_by_3
2577,Merch_num_state_zip_total_1_by_3
2578,Merch_num_state_zip_count_1_by_3
2579,Merch_num_state_zip_vdratio_0_by_30
2580,Merch_num_state_zip_total_0_by_30
2581,Merch_num_state_zip_count_0_by_30
2582,Merch_num_state_zip_vdratio_0_by_14
2583,Merch_num_state_zip_total_0_by_14
2584,Merch_num_state_zip_count_0_by_14
2585,Merch_num_state_zip_vdratio_0_by_7
2586,Merch_num_state_zip_total_0_by_7
2587,Merch_num_state_zip_count_0_by_7
2588,Merch_num_state_zip_vdratio_0_by_3
2589,Merch_num_state_zip_total_0_by_3
2590,Merch_num_state_zip_count_0_by_3
2591,Merch_num_des_zip_vdratio_1_by_30
2592,Merch_num_des_zip_total_1_by_30
2593,Merch_num_des_zip_count_1_by_30
2594,Merch_num_des_zip_vdratio_1_by_14
2595,Merch_num_des_zip_total_1_by_14
2596,Merch_num_des_zip_count_1_by_14
2597,Merch_num_des_zip_vdratio_1_by_7
2598,Merch_num_des_zip_total_1_by_7
2599,Merch_num_des_zip_count_1_by_7
2600,Merch_num_des_zip_vdratio_1_by_3
2601,Merch_num_des_zip_total_1_by_3
2602,Merch_num_des_zip_count_1_by_3
2603,Merch_num_des_zip_vdratio_0_by_30
2604,Merch_num_des_zip_total_0_by_30
2605,Merch_num_des_zip_count_0_by_30
2606,Merch_num_des_zip_vdratio_0_by_14
2607,Merch_num_des_zip_total_0_by_14
2608,Merch_num_des_zip_count_0_by_14
2609,Merch_num_des_zip_vdratio_0_by_7
2610,Merch_num_des_zip_total_0_by_7
2611,Merch_num_des_zip_count_0_by_7
2612,Merch_num_des_zip_vdratio_0_by_3
2613,Merch_num_des_zip_total_0_by_3
2614,Merch_num_des_zip_count_0_by_3
2615,Merch_num_des_state_vdratio_1_by_30
2616,Merch_num_des_state_total_1_by_30
2617,Merch_num_des_state_count_1_by_30
2618,Merch_num_des_state_vdratio_1_by_14
2619,Merch_num_des_state_total_1_by_14
2620,Merch_num_des_state_count_1_by_14
2621,Merch_num_des_state_vdratio_1_by_7
2622,Merch_num_des_state_total_1_by_7
2623,Merch_num_des_state_count_1_by_7
2624,Merch_num_des_state_vdratio_1_by_3
2625,Merch_num_des_state_total_1_by_3
2626,Merch_num_des_state_count_1_by_3
2627,Merch_num_des_state_vdratio_0_by_30
2628,Merch_num_des_state_total_0_by_30
2629,Merch_num_des_state_count_0_by_30
2630,Merch_num_des_state_vdratio_0_by_14
2631,Merch_num_des_state_total_0_by_14
2632,Merch_num_des_state_count_0_by_14
2633,Merch_num_des_state_vdratio_0_by_7
2634,Merch_num_des_state_total_0_by_7
2635,Merch_num_des_state_count_0_by_7
2636,Merch_num_des_state_vdratio_0_by_3
2637,Merch_num_des_state_total_0_by_3
2638,Merch_num_des_state_count_0_by_3
2639,Merch_state_zip_vdratio_1_by_30
2640,Merch_state_zip_total_1_by_30
2641,Merch_state_zip_count_1_by_30
2642,Merch_state_zip_vdratio_1_by_14
2643,Merch_state_zip_total_1_by_14
2644,Merch_state_zip_count_1_by_14
2645,Merch_state_zip_vdratio_1_by_7
2646,Merch_state_zip_total_1_by_7
2647,Merch_state_zip_count_1_by_7
2648,Merch_state_zip_vdratio_1_by_3
2649,Merch_state_zip_total_1_by_3
2650,Merch_state_zip_count_1_by_3
2651,Merch_state_zip_vdratio_0_by_30
2652,Merch_state_zip_total_0_by_30
2653,Merch_state_zip_count_0_by_30
2654,Merch_state_zip_vdratio_0_by_14
2655,Merch_state_zip_total_0_by_14
2656,Merch_state_zip_count_0_by_14
2657,Merch_state_zip_vdratio_0_by_7
2658,Merch_state_zip_total_0_by_7
2659,Merch_state_zip_count_0_by_7
2660,Merch_state_zip_vdratio_0_by_3
2661,Merch_state_zip_total_0_by_3
2662,Merch_state_zip_count_0_by_3
2663,Merch_des_zip_vdratio_1_by_30
2664,Merch_des_zip_total_1_by_30
2665,Merch_des_zip_count_1_by_30
2666,Merch_des_zip_vdratio_1_by_14
2667,Merch_des_zip_total_1_by_14
2668,Merch_des_zip_count_1_by_14
2669,Merch_des_zip_vdratio_1_by_7
2670,Merch_des_zip_total_1_by_7
2671,Merch_des_zip_count_1_by_7
2672,Merch_des_zip_vdratio_1_by_3
2673,Merch_des_zip_total_1_by_3
2674,Merch_des_zip_count_1_by_3
2675,Merch_des_zip_vdratio_0_by_30
2676,Merch_des_zip_total_0_by_30
2677,Merch_des_zip_count_0_by_30
2678,Merch_des_zip_vdratio_0_by_14
2679,Merch_des_zip_total_0_by_14
2680,Merch_des_zip_count_0_by_14
2681,Merch_des_zip_vdratio_0_by_7
2682,Merch_des_zip_total_0_by_7
2683,Merch_des_zip_count_0_by_7
2684,Merch_des_zip_vdratio_0_by_3
2685,Merch_des_zip_total_0_by_3
2686,Merch_des_zip_count_0_by_3
2687,Merch_des_state_vdratio_1_by_30
2688,Merch_des_state_total_1_by_30
2689,Merch_des_state_count_1_by_30
2690,Merch_des_state_vdratio_1_by_14
2691,Merch_des_state_total_1_by_14
2692,Merch_des_state_count_1_by_14
2693,Merch_des_state_vdratio_1_by_7
2694,Merch_des_state_total_1_by_7
2695,Merch_des_state_count_1_by_7
2696,Merch_des_state_vdratio_1_by_3
2697,Merch_des_state_total_1_by_3
2698,Merch_des_state_count_1_by_3
2699,Merch_des_state_vdratio_0_by_30
2700,Merch_des_state_total_0_by_30
2701,Merch_des_state_count_0_by_30
2702,Merch_des_state_vdratio_0_by_14
2703,Merch_des_state_total_0_by_14
2704,Merch_des_state_count_0_by_14
2705,Merch_des_state_vdratio_0_by_7
2706,Merch_des_state_total_0_by_7
2707,Merch_des_state_count_0_by_7
2708,Merch_des_state_vdratio_0_by_3
2709,Merch_des_state_total_0_by_3
2710,Merch_des_state_count_0_by_3
2711,Merch_num_zip_vdratio_1_by_30
2712,Merch_num_zip_total_1_by_30
2713,Merch_num_zip_count_1_by_30
2714,Merch_num_zip_vdratio_1_by_14
2715,Merch_num_zip_total_1_by_14
2716,Merch_num_zip_count_1_by_14
2717,Merch_num_zip_vdratio_1_by_7
2718,Merch_num_zip_total_1_by_7
2719,Merch_num_zip_count_1_by_7
2720,Merch_num_zip_vdratio_1_by_3
2721,Merch_num_zip_total_1_by_3
2722,Merch_num_zip_count_1_by_3
2723,Merch_num_zip_vdratio_0_by_30
2724,Merch_num_zip_total_0_by_30
2725,Merch_num_zip_count_0_by_30
2726,Merch_num_zip_vdratio_0_by_14
2727,Merch_num_zip_total_0_by_14
2728,Merch_num_zip_count_0_by_14
2729,Merch_num_zip_vdratio_0_by_7
2730,Merch_num_zip_total_0_by_7
2731,Merch_num_zip_count_0_by_7
2732,Merch_num_zip_vdratio_0_by_3
2733,Merch_num_zip_total_0_by_3
2734,Merch_num_zip_count_0_by_3
2735,Merch_num_state_vdratio_1_by_30
2736,Merch_num_state_total_1_by_30
2737,Merch_num_state_count_1_by_30
2738,Merch_num_state_vdratio_1_by_14
2739,Merch_num_state_total_1_by_14
2740,Merch_num_state_count_1_by_14
2741,Merch_num_state_vdratio_1_by_7
2742,Merch_num_state_total_1_by_7
2743,Merch_num_state_count_1_by_7
2744,Merch_num_state_vdratio_1_by_3
2745,Merch_num_state_total_1_by_3
2746,Merch_num_state_count_1_by_3
2747,Merch_num_state_vdratio_0_by_30
2748,Merch_num_state_total_0_by_30
2749,Merch_num_state_count_0_by_30
2750,Merch_num_state_vdratio_0_by_14
2751,Merch_num_state_total_0_by_14
2752,Merch_num_state_count_0_by_14
2753,Merch_num_state_vdratio_0_by_7
2754,Merch_num_state_total_0_by_7
2755,Merch_num_state_count_0_by_7
2756,Merch_num_state_vdratio_0_by_3
2757,Merch_num_state_total_0_by_3
2758,Merch_num_state_count_0_by_3
2759,Merch_num_des_vdratio_1_by_30
2760,Merch_num_des_total_1_by_30
2761,Merch_num_des_count_1_by_30
2762,Merch_num_des_vdratio_1_by_14
2763,Merch_num_des_total_1_by_14
2764,Merch_num_des_count_1_by_14
2765,Merch_num_des_vdratio_1_by_7
2766,Merch_num_des_total_1_by_7
2767,Merch_num_des_count_1_by_7
2768,Merch_num_des_vdratio_1_by_3
2769,Merch_num_des_total_1_by_3
2770,Merch_num_des_count_1_by_3
2771,Merch_num_des_vdratio_0_by_30
2772,Merch_num_des_total_0_by_30
2773,Merch_num_des_count_0_by_30
2774,Merch_num_des_vdratio_0_by_14
2775,Merch_num_des_total_0_by_14
2776,Merch_num_des_count_0_by_14
2777,Merch_num_des_vdratio_0_by_7
2778,Merch_num_des_total_0_by_7
2779,Merch_num_des_count_0_by_7
2780,Merch_num_des_vdratio_0_by_3
2781,Merch_num_des_total_0_by_3
2782,Merch_num_des_count_0_by_3
2783,Merch_description_vdratio_1_by_30
2784,Merch_description_total_1_by_30
2785,Merch_description_count_1_by_30
2786,Merch_description_vdratio_1_by_14
2787,Merch_description_total_1_by_14
2788,Merch_description_count_1_by_14
2789,Merch_description_vdratio_1_by_7
2790,Merch_description_total_1_by_7
2791,Merch_description_count_1_by_7
2792,Merch_description_vdratio_1_by_3
2793,Merch_description_total_1_by_3
2794,Merch_description_count_1_by_3
2795,Merch_description_vdratio_0_by_30
2796,Merch_description_total_0_by_30
2797,Merch_description_count_0_by_30
2798,Merch_description_vdratio_0_by_14
2799,Merch_description_total_0_by_14
2800,Merch_description_count_0_by_14
2801,Merch_description_vdratio_0_by_7
2802,Merch_description_total_0_by_7
2803,Merch_description_count_0_by_7
2804,Merch_description_vdratio_0_by_3
2805,Merch_description_total_0_by_3
2806,Merch_description_count_0_by_3
2807,Merchnum_vdratio_1_by_30
2808,Merchnum_total_1_by_30
2809,Merchnum_count_1_by_30
2810,Merchnum_vdratio_1_by_14
2811,Merchnum_total_1_by_14
2812,Merchnum_count_1_by_14
2813,Merchnum_vdratio_1_by_7
2814,Merchnum_total_1_by_7
2815,Merchnum_count_1_by_7
2816,Merchnum_vdratio_1_by_3
2817,Merchnum_total_1_by_3
2818,Merchnum_count_1_by_3
2819,Merchnum_vdratio_0_by_30
2820,Merchnum_total_0_by_30
2821,Merchnum_count_0_by_30
2822,Merchnum_vdratio_0_by_14
2823,Merchnum_total_0_by_14
2824,Merchnum_count_0_by_14
2825,Merchnum_vdratio_0_by_7
2826,Merchnum_total_0_by_7
2827,Merchnum_count_0_by_7
2828,Merchnum_vdratio_0_by_3
2829,Merchnum_total_0_by_3
2830,Merchnum_count_0_by_3
2831,Cardnum_vdratio_1_by_30
2832,Cardnum_total_1_by_30
2833,Cardnum_count_1_by_30
2834,Cardnum_vdratio_1_by_14
2835,Cardnum_total_1_by_14
2836,Cardnum_count_1_by_14
2837,Cardnum_vdratio_1_by_7
2838,Cardnum_total_1_by_7
2839,Cardnum_count_1_by_7
2840,Cardnum_vdratio_1_by_3
2841,Cardnum_total_1_by_3
2842,Cardnum_count_1_by_3
2843,Cardnum_vdratio_0_by_30
2844,Cardnum_total_0_by_30
2845,Cardnum_count_0_by_30
2846,Cardnum_vdratio_0_by_14
2847,Cardnum_total_0_by_14
2848,Cardnum_count_0_by_14
2849,Cardnum_vdratio_0_by_7
2850,Cardnum_total_0_by_7
2851,Cardnum_count_0_by_7
2852,Cardnum_vdratio_0_by_3
2853,Cardnum_total_0_by_3
2854,Cardnum_count_0_by_3
2855,Cardnum_unique_count_for_card_Merch_zip_60
2856,Cardnum_unique_count_for_card_Merch_zip_30
2857,Cardnum_unique_count_for_card_Merch_zip_14
2858,Cardnum_unique_count_for_card_Merch_zip_7
2859,Cardnum_unique_count_for_card_Merch_zip_3
2860,Cardnum_unique_count_for_card_Merch_zip_1
2861,Cardnum_unique_count_for_card_Merch_zip_0
2862,Cardnum_unique_count_for_card_Merch_state_60
2863,Cardnum_unique_count_for_card_Merch_state_30
2864,Cardnum_unique_count_for_card_Merch_state_14
2865,Cardnum_unique_count_for_card_Merch_state_7
2866,Cardnum_unique_count_for_card_Merch_state_3
2867,Cardnum_unique_count_for_card_Merch_state_1
2868,Cardnum_unique_count_for_card_Merch_state_0
2869,Cardnum_unique_count_for_Merch_all_info_60
2870,Cardnum_unique_count_for_Merch_all_info_30
2871,Cardnum_unique_count_for_Merch_des_state_zip_60
2872,Cardnum_unique_count_for_Merch_des_state_zip_30
2873,Cardnum_unique_count_for_Merch_des_state_zip_14
2874,Cardnum_unique_count_for_Merch_des_state_zip_7
2875,Cardnum_unique_count_for_Merch_num_state_zip_60
2876,Cardnum_unique_count_for_Merch_num_state_zip_30
2877,Cardnum_unique_count_for_Merch_num_state_zip_14
2878,Cardnum_unique_count_for_Merch_num_state_zip_7
2879,Cardnum_unique_count_for_Merch_num_state_zip_3
2880,Cardnum_unique_count_for_Merch_num_state_zip_1
2881,Cardnum_unique_count_for_Merch_num_state_zip_0
2882,Cardnum_unique_count_for_Merch_num_des_zip_60
2883,Cardnum_unique_count_for_Merch_num_des_zip_30
2884,Cardnum_unique_count_for_Merch_num_des_zip_14
2885,Cardnum_unique_count_for_Merch_num_des_zip_7
2886,Cardnum_unique_count_for_Merch_num_des_zip_3
2887,Cardnum_unique_count_for_Merch_num_des_zip_1
2888,Cardnum_unique_count_for_Merch_num_des_zip_0
2889,Cardnum_unique_count_for_Merch_num_des_state_60
2890,Cardnum_unique_count_for_Merch_num_des_state_30
2891,Cardnum_unique_count_for_Merch_num_des_state_14
2892,Cardnum_unique_count_for_Merch_num_des_state_7
2893,Cardnum_unique_count_for_Merch_num_des_state_3
2894,Cardnum_unique_count_for_Merch_state_zip_60
2895,Cardnum_unique_count_for_Merch_state_zip_30
2896,Cardnum_unique_count_for_Merch_state_zip_14
2897,Cardnum_unique_count_for_Merch_state_zip_7
2898,Cardnum_unique_count_for_Merch_state_zip_3
2899,Cardnum_unique_count_for_Merch_state_zip_1
2900,Cardnum_unique_count_for_Merch_state_zip_0
2901,Cardnum_unique_count_for_Merch_des_zip_60
2902,Cardnum_unique_count_for_Merch_des_zip_30
2903,Cardnum_unique_count_for_Merch_des_zip_14
2904,Cardnum_unique_count_for_Merch_des_zip_7
2905,Cardnum_unique_count_for_Merch_des_zip_3
2906,Cardnum_unique_count_for_Merch_des_zip_1
2907,Cardnum_unique_count_for_Merch_des_zip_0
2908,Cardnum_unique_count_for_Merch_des_state_60
2909,Cardnum_unique_count_for_Merch_des_state_30
2910,Cardnum_unique_count_for_Merch_des_state_14
2911,Cardnum_unique_count_for_Merch_des_state_7
2912,Cardnum_unique_count_for_Merch_des_state_3
2913,Cardnum_unique_count_for_Merch_des_state_1
2914,Cardnum_unique_count_for_Merch_des_state_0
2915,Cardnum_unique_count_for_Merch_num_zip_60
2916,Cardnum_unique_count_for_Merch_num_zip_30
2917,Cardnum_unique_count_for_Merch_num_zip_14
2918,Cardnum_unique_count_for_Merch_num_zip_7
2919,Cardnum_unique_count_for_Merch_num_zip_3
2920,Cardnum_unique_count_for_Merch_num_zip_1
2921,Cardnum_unique_count_for_Merch_num_zip_0
2922,Cardnum_unique_count_for_Merch_num_state_60
2923,Cardnum_unique_count_for_Merch_num_state_30
